clade_name	clade_taxid	SRR6784512_metaphlan	SRR6784531_metaphlan	SRR6784521_metaphlan	SRR6784526_metaphlan	SRR6784543_metaphlan	SRR6784517_metaphlan	SRR6784513_metaphlan	SRR6784414_metaphlan	SRR6784516_metaphlan	SRR6784403_metaphlan	SRR6784577_metaphlan	SRR6784570_metaphlan	SRR6784534_metaphlan	SRR6784595_metaphlan	SRR6784528_metaphlan	SRR6784585_metaphlan	SRR6784560_metaphlan	SRR6784561_metaphlan	SRR6784540_metaphlan	SRR6784520_metaphlan	SRR6784598_metaphlan	SRR6784574_metaphlan	SRR6784525_metaphlan	SRR6784535_metaphlan	SRR6784527_metaphlan	SRR6784553_metaphlan	SRR6784583_metaphlan	SRR6784589_metaphlan	SRR6784569_metaphlan	SRR6784510_metaphlan	SRR6784537_metaphlan	SRR6784523_metaphlan	SRR6784536_metaphlan	SRR6784566_metaphlan	SRR6784405_metaphlan	SRR6784410_metaphlan	SRR6784556_metaphlan	SRR6784576_metaphlan	SRR6784571_metaphlan	SRR6784575_metaphlan	SRR6784573_metaphlan	SRR6784578_metaphlan	SRR6784511_metaphlan	SRR6784411_metaphlan	SRR6784406_metaphlan	SRR6784544_metaphlan	SRR6784596_metaphlan	SRR6784591_metaphlan	SRR6784550_metaphlan	SRR6784552_metaphlan	SRR6784529_metaphlan	SRR6784597_metaphlan	SRR6784563_metaphlan	SRR6784514_metaphlan	SRR6784592_metaphlan	SRR6784413_metaphlan	SRR6784594_metaphlan	SRR6784568_metaphlan	SRR6784587_metaphlan	SRR6784586_metaphlan	SRR6784593_metaphlan	SRR6784567_metaphlan	SRR6784519_metaphlan	SRR6784524_metaphlan	SRR6784590_metaphlan	SRR6784515_metaphlan	SRR6784546_metaphlan	SRR6784565_metaphlan	SRR6784539_metaphlan	SRR6784582_metaphlan	SRR6784584_metaphlan	SRR6784564_metaphlan	SRR6784532_metaphlan	SRR6784580_metaphlan	SRR6784555_metaphlan	SRR6784549_metaphlan	SRR6784412_metaphlan	SRR6784542_metaphlan	SRR6784409_metaphlan	SRR6784557_metaphlan	SRR6784538_metaphlan	SRR6784562_metaphlan	SRR6784554_metaphlan	SRR6784408_metaphlan	SRR6784522_metaphlan	SRR6784559_metaphlan	SRR6784547_metaphlan	SRR6784572_metaphlan	SRR6784588_metaphlan	SRR6784581_metaphlan	SRR6784530_metaphlan	SRR6784545_metaphlan	SRR6784404_metaphlan	SRR6784558_metaphlan	SRR6784579_metaphlan	SRR6784518_metaphlan	SRR6784533_metaphlan	SRR6784548_metaphlan	SRR6784551_metaphlan	SRR6784541_metaphlan
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15090|t__SGB15090	2|1239|186801|186802|541000|||	0	0	0	0	0	782493.0	0	88731.0	0	0	0	0	0	2018.0	0	0	0	163284.0	0	0	0	0	0	0	0	16027.0	0	0	0	0	0	0	0	4165.0	0	0	2102.0	266252.0	0	0	157779.0	0	0	25236.0	0	0	0	5137.0	0	0	0	0	0	0	0	0	0	1359437.0	0	0	8800.0	0	0	0	0	0	0	0	0	0	0	493.0	0	0	549.0	818.0	0	175999.0	0	3629.0	0	0	0	0	0	0	0	0	0	0	0	351701.0	0	0	0	142.0	0	1749.0	54225.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15091	2|1239|186801|186802|541000||	0	0	2258.0	2622838.0	1077.0	0	0	1078.0	0	159180.0	57303.0	0	3168.0	0	958.0	0	0	0	477.0	1404.0	0	8248.0	1582.0	17117.0	72972.0	8265.0	346054.0	0	0	658.0	2870.0	0	1362.0	2798551.0	1371233.0	175.0	0	657.0	0	176.0	377.0	6907.0	360260.0	0	381239.0	898486.0	0	1373920.0	0	0	2736067.0	0	0	0	0	45751.0	1877.0	0	20262.0	180227.0	0	0	152433.0	1896.0	136863.0	67926.0	0	0	2617.0	0	0	0	1129.0	3872.0	0	0	950.0	0	100.0	2073.0	1081.0	102240.0	7584.0	154064.0	0	102693.0	808.0	0	0	0	2623.0	0	5074.0	0	283.0	0	2965.0	0	0	4606.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15091|t__SGB15091	2|1239|186801|186802|541000|||	0	0	2258.0	2622838.0	1077.0	0	0	1078.0	0	159180.0	57303.0	0	3168.0	0	958.0	0	0	0	477.0	1404.0	0	8248.0	1582.0	17117.0	72972.0	8265.0	346054.0	0	0	658.0	2870.0	0	1362.0	2798551.0	1371233.0	175.0	0	657.0	0	176.0	377.0	6907.0	360260.0	0	381239.0	898486.0	0	1373920.0	0	0	2736067.0	0	0	0	0	45751.0	1877.0	0	20262.0	180227.0	0	0	152433.0	1896.0	136863.0	67926.0	0	0	2617.0	0	0	0	1129.0	3872.0	0	0	950.0	0	100.0	2073.0	1081.0	102240.0	7584.0	154064.0	0	102693.0	808.0	0	0	0	2623.0	0	5074.0	0	283.0	0	2965.0	0	0	4606.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634	2|1239|186801|186802|541000|	11303.0	76367.0	0	828510.0	0	5563.0	0	38518.0	0	156113.0	0	0	267680.0	8242.0	0	0	0	94189.0	0	0	0	0	0	218.0	0	1595467.0	0	0	0	0	0	69413.0	0	0	0	0	3644.0	0	0	0	2713.0	0	55594.0	0	0	6307.0	0	442574.0	0	0	0	0	0	0	0	0	0	4978636.0	16063.0	0	40047.0	24885.0	0	0	0	12198.0	0	0	738.0	0	0	2026.0	0	0	1633.0	1527.0	0	0	0	6802.0	0	0	0	113604.0	0	20769.0	0	0	0	0	0	0	0	0	0	1207989.0	0	6605.0	4517.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15093	2|1239|186801|186802|541000||	11303.0	76367.0	0	71486.0	0	777.0	0	38518.0	0	156113.0	0	0	23214.0	1098.0	0	0	0	15015.0	0	0	0	0	0	0	0	1555335.0	0	0	0	0	0	69413.0	0	0	0	0	0	0	0	0	0	0	55594.0	0	0	6307.0	0	433780.0	0	0	0	0	0	0	0	0	0	171758.0	16063.0	0	0	24885.0	0	0	0	12198.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104.0	0	0	0	43031.0	0	20769.0	0	0	0	0	0	0	0	0	0	0	0	768.0	515.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15093|t__SGB15093	2|1239|186801|186802|541000|||	11303.0	76367.0	0	71486.0	0	777.0	0	38518.0	0	156113.0	0	0	23214.0	1098.0	0	0	0	15015.0	0	0	0	0	0	0	0	1555335.0	0	0	0	0	0	69413.0	0	0	0	0	0	0	0	0	0	0	55594.0	0	0	6307.0	0	433780.0	0	0	0	0	0	0	0	0	0	171758.0	16063.0	0	0	24885.0	0	0	0	12198.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1104.0	0	0	0	43031.0	0	20769.0	0	0	0	0	0	0	0	0	0	0	0	768.0	515.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15095	2|1239|186801|186802|541000||	0	0	0	66.0	0	4786.0	0	0	0	0	0	0	0	7144.0	0	0	0	24376.0	0	0	0	0	0	0	0	40132.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2713.0	0	0	0	0	0	0	8794.0	0	0	0	0	0	0	0	0	0	4806878.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2026.0	0	0	0	0	0	0	0	5698.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5837.0	4002.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15095|t__SGB15095_group	2|1239|186801|186802|541000|||	0	0	0	66.0	0	4786.0	0	0	0	0	0	0	0	7144.0	0	0	0	24376.0	0	0	0	0	0	0	0	40132.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2713.0	0	0	0	0	0	0	8794.0	0	0	0	0	0	0	0	0	0	4806878.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2026.0	0	0	0	0	0	0	0	5698.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5837.0	4002.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15097	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	35346.0	0	0	0	0	53607.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40047.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70573.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15097|t__SGB15097	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	35346.0	0	0	0	0	53607.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40047.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70573.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15099	2|1239|186801|186802|541000||	0	0	0	756958.0	0	0	0	0	0	0	0	0	209120.0	0	0	0	0	1191.0	0	0	0	0	0	218.0	0	0	0	0	0	0	0	0	0	0	0	0	3644.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738.0	0	0	0	0	0	1633.0	1527.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207989.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9634|s__GGB9634_SGB15099|t__SGB15099	2|1239|186801|186802|541000|||	0	0	0	756958.0	0	0	0	0	0	0	0	0	209120.0	0	0	0	0	1191.0	0	0	0	0	0	218.0	0	0	0	0	0	0	0	0	0	0	0	0	3644.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738.0	0	0	0	0	0	1633.0	1527.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207989.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635	2|1239|186801|186802|541000|	1323378.0	0	0	2362.0	0	783.0	0	948.0	0	173901.0	0	0	324204.0	907.0	336.0	254980.0	2259.0	155338.0	0	0	0	0	0	6797.0	2234.0	9083.0	0	1119.0	273262.0	0	1841.0	0	1010.0	1388.0	10128.0	0	492.0	1400170.0	0	0	0	0	0	0	5682.0	594709.0	0	1111894.0	0	1840.0	0	1462.0	2964.0	0	0	1361960.0	0	311859.0	95969.0	2940.0	4397.0	101493.0	0	0	0	26350.0	91753.0	0	1227.0	369.0	0	270.0	0	0	0	103.0	609.0	0	2125.0	1468.0	0	2641.0	0	561989.0	0	338.0	0	0	2010.0	1767.0	224.0	0	4900.0	28495.0	3755.0	251430.0	666929.0	279602.0	679.0	629.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15103	2|1239|186801|186802|541000||	176684.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1628.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28003.0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15103|t__SGB15103	2|1239|186801|186802|541000|||	176684.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1628.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28003.0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15104	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91753.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15104|t__SGB15104	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91753.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15106	2|1239|186801|186802|541000||	1146694.0	0	0	2362.0	0	783.0	0	948.0	0	173901.0	0	0	324204.0	907.0	336.0	254980.0	2259.0	153710.0	0	0	0	0	0	6797.0	2234.0	9083.0	0	1119.0	273262.0	0	1841.0	0	1010.0	654.0	10128.0	0	492.0	1400170.0	0	0	0	0	0	0	5682.0	594709.0	0	1111894.0	0	1840.0	0	1462.0	2964.0	0	0	1361960.0	0	311859.0	95969.0	2940.0	4397.0	101493.0	0	0	0	26350.0	0	0	1227.0	369.0	0	270.0	0	0	0	103.0	609.0	0	2125.0	1468.0	0	2641.0	0	561989.0	0	338.0	0	0	2010.0	1767.0	224.0	0	4900.0	492.0	3755.0	251430.0	666929.0	279602.0	679.0	629.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15106|t__SGB15106	2|1239|186801|186802|541000|||	1146694.0	0	0	2362.0	0	783.0	0	948.0	0	173901.0	0	0	324204.0	907.0	336.0	254980.0	2259.0	153710.0	0	0	0	0	0	6797.0	2234.0	9083.0	0	1119.0	273262.0	0	1841.0	0	1010.0	654.0	10128.0	0	492.0	1400170.0	0	0	0	0	0	0	5682.0	594709.0	0	1111894.0	0	1840.0	0	1462.0	2964.0	0	0	1361960.0	0	311859.0	95969.0	2940.0	4397.0	101493.0	0	0	0	26350.0	0	0	1227.0	369.0	0	270.0	0	0	0	103.0	609.0	0	2125.0	1468.0	0	2641.0	0	561989.0	0	338.0	0	0	2010.0	1767.0	224.0	0	4900.0	492.0	3755.0	251430.0	666929.0	279602.0	679.0	629.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9636	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0	22715.0	0	0	93103.0	0	0	0	0	42304.0	0	0	0	0	0	0	0	0	0	0	5035.0	0	0	0	0	0	0	0	0	0	0	0	10420.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17821.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6241.0	0	0	0	0	0	0	0	0	0	0	0	0	2241.0	0	117434.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9636|s__GGB9636_SGB15107	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	22715.0	0	0	93103.0	0	0	0	0	42304.0	0	0	0	0	0	0	0	0	0	0	5035.0	0	0	0	0	0	0	0	0	0	0	0	10420.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6241.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117434.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9636|s__GGB9636_SGB15107|t__SGB15107	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	22715.0	0	0	93103.0	0	0	0	0	42304.0	0	0	0	0	0	0	0	0	0	0	5035.0	0	0	0	0	0	0	0	0	0	0	0	10420.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6241.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117434.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9636|s__GGB9636_SGB15108	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17821.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2241.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9636|s__GGB9636_SGB15108|t__SGB15108	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17821.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2241.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9637	2|1239|186801|186802|541000|	0	0	0	0	0	0	0	0	0	0	0	0	110985.0	0	0	0	0	35780.0	0	0	0	0	0	0	0	0	0	0	8042.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10596.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9637|s__GGB9637_SGB15111	2|1239|186801|186802|541000||	0	0	0	0	0	0	0	0	0	0	0	0	110985.0	0	0	0	0	35780.0	0	0	0	0	0	0	0	0	0	0	8042.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10596.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9637|s__GGB9637_SGB15111|t__SGB15111	2|1239|186801|186802|541000|||	0	0	0	0	0	0	0	0	0	0	0	0	110985.0	0	0	0	0	35780.0	0	0	0	0	0	0	0	0	0	0	8042.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10596.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640	2|1239|186801|186802|541000|	6339.0	0	0	0	0	0	0	0	0	0	9054.0	0	0	0	0	0	0	4051.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5546.0	0	0	0	0	0	0	0	0	0	17455.0	0	0	4519.0	0	0	8419.0	0	0	0	0	0	0	0	0	0	0	14708.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13433.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640|s__GGB9640_SGB15115	2|1239|186801|186802|541000||	6339.0	0	0	0	0	0	0	0	0	0	9054.0	0	0	0	0	0	0	4051.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5546.0	0	0	0	0	0	0	0	0	0	17455.0	0	0	4519.0	0	0	8419.0	0	0	0	0	0	0	0	0	0	0	14708.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13433.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9640|s__GGB9640_SGB15115|t__SGB15115	2|1239|186801|186802|541000|||	6339.0	0	0	0	0	0	0	0	0	0	9054.0	0	0	0	0	0	0	4051.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5546.0	0	0	0	0	0	0	0	0	0	17455.0	0	0	4519.0	0	0	8419.0	0	0	0	0	0	0	0	0	0	0	14708.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13433.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9642	2|1239|186801|186802|541000|	42191.0	0	0	0	0	0	0	0	0	0	0	9513.0	19089.0	0	0	0	0	9577.0	0	0	0	0	0	1979.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116929.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10574.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9642|s__GGB9642_SGB15119	2|1239|186801|186802|541000||	42191.0	0	0	0	0	0	0	0	0	0	0	9513.0	19089.0	0	0	0	0	9577.0	0	0	0	0	0	1979.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116929.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10574.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9642|s__GGB9642_SGB15119|t__SGB15119	2|1239|186801|186802|541000|||	42191.0	0	0	0	0	0	0	0	0	0	0	9513.0	19089.0	0	0	0	0	9577.0	0	0	0	0	0	1979.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116929.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10574.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9644	2|1239|186801|186802|541000|	0	0	12644.0	0	0	0	0	0	3191.0	0	18440.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6127.0	265308.0	0	0	0	0	0	0	10793.0	20809.0	0	0	0	0	0	0	6692.0	85550.0	0	3982.0	0	0	0	0	0	0	0	0	2515.0	1957.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34155.0	4512.0	0	0	923.0	0	0	0	1749.0	0	5789.0	0	0	0	0	21645.0	0	0	0	0	0	0	0	325.0	0	18140.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9644|s__GGB9644_SGB15121	2|1239|186801|186802|541000||	0	0	12644.0	0	0	0	0	0	3191.0	0	18440.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6127.0	265308.0	0	0	0	0	0	0	10793.0	20809.0	0	0	0	0	0	0	6692.0	85550.0	0	3982.0	0	0	0	0	0	0	0	0	2515.0	1957.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34155.0	4512.0	0	0	923.0	0	0	0	1749.0	0	5789.0	0	0	0	0	21645.0	0	0	0	0	0	0	0	325.0	0	18140.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9644|s__GGB9644_SGB15121|t__SGB15121	2|1239|186801|186802|541000|||	0	0	12644.0	0	0	0	0	0	3191.0	0	18440.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6127.0	265308.0	0	0	0	0	0	0	10793.0	20809.0	0	0	0	0	0	0	6692.0	85550.0	0	3982.0	0	0	0	0	0	0	0	0	2515.0	1957.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34155.0	4512.0	0	0	923.0	0	0	0	1749.0	0	5789.0	0	0	0	0	21645.0	0	0	0	0	0	0	0	325.0	0	18140.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9646	2|1239|186801|186802|541000|	0	0	0	9887.0	11831.0	2885.0	0	0	0	1113.0	1177.0	2895.0	0	0	0	2789.0	0	33726.0	651.0	14978.0	0	0	0	0	0	22720.0	3393.0	3898.0	0	0	264.0	0	2880.0	15642.0	8741.0	0	9829.0	10994.0	0	0	0	0	1715.0	0	0	8085.0	0	6304.0	0	0	0	0	0	0	0	6016.0	0	3803.0	3290.0	4877.0	0	0	0	0	0	54.0	0	0	0	0	718.0	0	0	0	0	0	0	0	0	1432.0	0	5779.0	0	2480.0	0	1819.0	0	0	297.0	1021.0	0	5951.0	0	0	0	26249.0	1678.0	2209.0	585.0	0
